1.00E+02							-27.3863958279179
1.26E+02							-25.3864961042537
1.58E+02							-23.3866550267931
2.00E+02							-21.3869068901321
2.51E+02							-19.3873060367062
3.16E+02							-17.3879385662602
3.98E+02							-15.3889408693745
5.01E+02							-13.390528939075
6.31E+02							-11.3930446710284
7.94E+02							-9.3970288547896
1.00E+03							-7.40333588305756
1.26E+03							-5.41331312506661
1.58E+03							-3.42907918592061
2.00E+03							-1.45395005703719
2.51E+03							0.506921716207574
3.16E+03							2.4456208550079
3.98E+03							4.35020389946605
5.01E+03							6.20314552017649
6.31E+03							7.97981743095583
7.94E+03							9.64783143834367
1.00E+04							11.1687055050817
1.26E+04							12.5033962664813
1.58E+04							13.6216388402465
2.00E+04							14.5116331769736
2.51E+04							15.1843769640605
3.16E+04							15.669617603528
3.98E+04							16.0062597287932
5.01E+04							16.2329294348517
6.31E+04							16.3822854291774
7.94E+04							16.4792359997717
1.00E+05							16.5415403554815
1.26E+05							16.5813166799512
1.58E+05							16.6066025945107
2.00E+05							16.6226330126115
2.51E+05							16.6327780527667
3.16E+05							16.6391913555882
3.98E+05							16.6432427544859
5.01E+05							16.6458009603805
6.31E+05							16.6474158548755
7.94E+05							16.6484350934746
1.00E+06							16.6490783126542
