time	V(a)	V(b)	V(out)	V(n002)
3.704206249922211e-004	3.068557e+000	1.534279e+000	1.534473e+000	-4.794452e+000
3.713971874922211e-004	3.006113e+000	1.503057e+000	1.503251e+000	-4.872436e+000
3.723737499922211e-004	2.962156e+000	1.481079e+000	1.481272e+000	-4.932082e+000
3.733503124922211e-004	2.936853e+000	1.468428e+000	1.468621e+000	-4.973164e+000
3.743268749922211e-004	2.930300e+000	1.465151e+000	1.465344e+000	-4.995529e+000
3.753034374922211e-004	2.942523e+000	1.471262e+000	1.471456e+000	-4.999091e+000
3.762799999922211e-004	2.973476e+000	1.486739e+000	1.486932e+000	-4.983839e+000
3.772565624922211e-004	3.023044e+000	1.511523e+000	1.511716e+000	-4.949827e+000
3.782331249922211e-004	3.091041e+000	1.545521e+000	1.545714e+000	-4.897186e+000
3.792096874922211e-004	3.177212e+000	1.588607e+000	1.588800e+000	-4.826113e+000
3.801862499922211e-004	3.281235e+000	1.640618e+000	1.640811e+000	-4.736876e+000
3.821393749922211e-004	3.541204e+000	1.770603e+000	1.770796e+000	-4.505319e+000
3.840924999922211e-004	3.867046e+000	1.933524e+000	1.933717e+000	-4.205997e+000
3.860456249922211e-004	4.253868e+000	2.126935e+000	2.127128e+000	-3.843414e+000
3.879987499922211e-004	4.695858e+000	2.347930e+000	2.348096e+000	-3.423022e+000
3.889753124922211e-004	4.935496e+000	2.467747e+000	2.467560e+000	-3.193092e+000
3.899518749922211e-004	5.186377e+000	2.593166e+000	2.588763e+000	-2.951144e+000
3.909284374922211e-004	5.447556e+000	2.723643e+000	2.696652e+000	-2.698089e+000
3.919049999922211e-004	5.718051e+000	2.858597e+000	2.772882e+000	-2.434879e+000
3.928815624922211e-004	5.996846e+000	2.997522e+000	2.817311e+000	-2.162504e+000
3.938581249922211e-004	6.282891e+000	3.139963e+000	2.843575e+000	-1.881990e+000
3.948346874922211e-004	6.575109e+000	3.285435e+000	2.861479e+000	-1.594393e+000
3.958112499922211e-004	6.872404e+000	3.433410e+000	2.874965e+000	-1.300795e+000
3.977643749922211e-004	7.477731e+000	3.734665e+000	2.894525e+000	-7.000349e-001
3.997174999922211e-004	8.089774e+000	4.039234e+000	2.908635e+000	-8.874533e-002
4.016706249922211e-004	8.699333e+000	4.342551e+000	2.919542e+000	5.238791e-001
4.036237499922211e-004	9.297247e+000	4.640065e+000	2.928288e+000	1.128624e+000
4.055768749922211e-004	9.874530e+000	4.927306e+000	2.935453e+000	1.716393e+000
4.075299999922211e-004	1.042250e+001	5.199959e+000	2.941391e+000	2.278346e+000
4.085065624922211e-004	1.068291e+001	5.329525e+000	2.943975e+000	2.546981e+000
4.094831249922212e-004	1.093294e+001	5.453930e+000	2.946332e+000	2.806031e+000
4.104596874922212e-004	1.117165e+001	5.572704e+000	2.948479e+000	3.054518e+000
4.114362499922212e-004	1.139815e+001	5.685401e+000	2.950430e+000	3.291510e+000
4.124128124922212e-004	1.161159e+001	5.791598e+000	2.952199e+000	3.516113e+000
4.133893749922212e-004	1.181116e+001	5.890897e+000	2.953796e+000	3.727482e+000
4.143659374922212e-004	1.199612e+001	5.982922e+000	2.955230e+000	3.924821e+000
4.153424999922212e-004	1.216577e+001	6.067328e+000	2.956509e+000	4.107389e+000
4.163190624922212e-004	1.231946e+001	6.143800e+000	2.957638e+000	4.274497e+000
4.172956249922212e-004	1.245663e+001	6.212048e+000	2.958624e+000	4.425517e+000
4.182721874922212e-004	1.257675e+001	6.271815e+000	2.959471e+000	4.559880e+000
4.192487499922212e-004	1.267939e+001	6.322880e+000	2.960183e+000	4.677081e+000
4.202253124922212e-004	1.276414e+001	6.365048e+000	2.960763e+000	4.776679e+000
4.212018749922212e-004	1.283069e+001	6.398162e+000	2.961213e+000	4.858298e+000
4.221784374922212e-004	1.287880e+001	6.422098e+000	2.961536e+000	4.921631e+000
4.231549999922212e-004	1.290828e+001	6.436766e+000	2.961733e+000	4.966441e+000
4.241315624922212e-004	1.291902e+001	6.442110e+000	2.961805e+000	4.992558e+000
4.251081249922212e-004	1.291099e+001	6.438112e+000	2.961751e+000	4.999885e+000
4.260846874922212e-004	1.288421e+001	6.424787e+000	2.961573e+000	4.988392e+000
4.270612499922212e-004	1.283878e+001	6.402185e+000	2.961268e+000	4.958125e+000
4.280378124922212e-004	1.277488e+001	6.370392e+000	2.960836e+000	4.909196e+000
4.290143749922212e-004	1.269275e+001	6.329528e+000	2.960275e+000	4.841791e+000
4.299909374922212e-004	1.259270e+001	6.279747e+000	2.959582e+000	4.756162e+000
4.309674999922212e-004	1.247510e+001	6.221237e+000	2.958755e+000	4.652631e+000
4.319440624922212e-004	1.234040e+001	6.154217e+000	2.957790e+000	4.531590e+000
4.329206249922212e-004	1.218911e+001	6.078942e+000	2.956682e+000	4.393492e+000
4.338971874922212e-004	1.202179e+001	5.995694e+000	2.955426e+000	4.238858e+000
4.348737499922212e-004	1.183908e+001	5.904787e+000	2.954015e+000	4.068271e+000
4.358503124922212e-004	1.164167e+001	5.806564e+000	2.952443e+000	3.882371e+000
4.368268749922212e-004	1.143030e+001	5.701395e+000	2.950701e+000	3.681859e+000
4.378034374922212e-004	1.120576e+001	5.589675e+000	2.948777e+000	3.467489e+000
4.387799999922212e-004	1.096890e+001	5.471826e+000	2.946661e+000	3.240068e+000
4.397565624922212e-004	1.072062e+001	5.348290e+000	2.944338e+000	3.000452e+000
4.407331249922212e-004	1.046185e+001	5.219535e+000	2.941791e+000	2.749543e+000
4.426862499922212e-004	9.916764e+000	4.948320e+000	2.935937e+000	2.217664e+000
4.446393749922212e-004	9.341855e+000	4.662261e+000	2.928880e+000	1.652428e+000
4.465924999922212e-004	8.745774e+000	4.365661e+000	2.920279e+000	1.062338e+000
4.485456249922212e-004	8.137493e+000	4.062980e+000	2.909578e+000	4.562697e-001
4.504987499922212e-004	7.526167e+000	3.758769e+000	2.895776e+000	-1.566613e-001
4.524518749922212e-004	6.920996e+000	3.457594e+000	2.876795e+000	-7.672360e-001
4.534284374922212e-004	6.623572e+000	3.309558e+000	2.863949e+000	-1.068765e+000
4.544049999922212e-004	6.331088e+000	3.163959e+000	2.847044e+000	-1.366271e+000
4.553815624922212e-004	6.044644e+000	3.021329e+000	2.822684e+000	-1.658635e+000
4.563581249922212e-004	5.765320e+000	2.882162e+000	2.782511e+000	-1.944756e+000
4.573346874922212e-004	5.494168e+000	2.746912e+000	2.712643e+000	-2.223557e+000
4.583112499922212e-004	5.232208e+000	2.616071e+000	2.609599e+000	-2.493989e+000
4.592878124922212e-004	4.980427e+000	2.490211e+000	2.489796e+000	-2.755035e+000
4.602643749922212e-004	4.739772e+000	2.369887e+000	2.370036e+000	-3.005711e+000
4.622174999922212e-004	4.295425e+000	2.147714e+000	2.147906e+000	-3.472224e+000
4.641706249922212e-004	3.905856e+000	1.952929e+000	1.953122e+000	-3.886512e+000
4.661237499922212e-004	3.576930e+000	1.788466e+000	1.788659e+000	-4.242343e+000
4.680768749922212e-004	3.313600e+000	1.656801e+000	1.656994e+000	-4.534366e+000
4.690534374922212e-004	3.207814e+000	1.603908e+000	1.604101e+000	-4.655036e+000
4.700299999922212e-004	3.119834e+000	1.559918e+000	1.560111e+000	-4.758186e+000
4.710065624922212e-004	3.049991e+000	1.524997e+000	1.525190e+000	-4.843428e+000
4.719831249922212e-004	2.998550e+000	1.499276e+000	1.499469e+000	-4.910440e+000
4.729596874922212e-004	2.965705e+000	1.482853e+000	1.483047e+000	-4.958970e+000
4.739362499922212e-004	2.951579e+000	1.475791e+000	1.475984e+000	-4.988836e+000
4.749128124922212e-004	2.956228e+000	1.478115e+000	1.478308e+000	-4.999925e+000
4.758893749922212e-004	2.979634e+000	1.489818e+000	1.490011e+000	-4.992195e+000
4.768659374922212e-004	3.021709e+000	1.510856e+000	1.511049e+000	-4.965676e+000
4.778424999922212e-004	3.082297e+000	1.541149e+000	1.541343e+000	-4.920467e+000
4.788190624922212e-004	3.161169e+000	1.580586e+000	1.580779e+000	-4.856739e+000
4.797956249922212e-004	3.258030e+000	1.629016e+000	1.629209e+000	-4.774731e+000
4.807721874922212e-004	3.372516e+000	1.686259e+000	1.686452e+000	-4.674752e+000
4.827253124922212e-004	3.652577e+000	1.826289e+000	1.826483e+000	-4.422452e+000
4.846784374922212e-004	3.997144e+000	1.998573e+000	1.998766e+000	-4.103634e+000
4.866315624922212e-004	4.401040e+000	2.200521e+000	2.200713e+000	-3.723094e+000
4.885846874922212e-004	4.858197e+000	2.429098e+000	2.429128e+000	-3.286556e+000
4.895612499922212e-004	5.104629e+000	2.552305e+000	2.550335e+000	-3.049308e+000
4.905378124922212e-004	5.361742e+000	2.680789e+000	2.664436e+000	-2.800584e+000
4.915143749922212e-004	5.628570e+000	2.813975e+000	2.751930e+000	-2.541319e+000
4.924909374922212e-004	5.904107e+000	2.951324e+000	2.805448e+000	-2.272489e+000
4.934674999922212e-004	6.187318e+000	3.092378e+000	2.836154e+000	-1.995106e+000
4.944440624922212e-004	6.477137e+000	3.236666e+000	2.856178e+000	-1.710213e+000
4.954206249922212e-004	6.772473e+000	3.383673e+000	2.870872e+000	-1.418884e+000
4.963971874922212e-004	7.072217e+000	3.532856e+000	2.882349e+000	-1.122215e+000
4.983503124922212e-004	7.680400e+000	3.835521e+000	2.899654e+000	-5.173371e-001
4.993268749922212e-004	7.986552e+000	3.987869e+000	2.906521e+000	-2.114054e-001
5.012799999922212e-004	8.597224e+000	4.291743e+000	2.917877e+000	4.016905e-001
5.032331249922212e-004	9.198074e+000	4.590718e+000	2.926942e+000	1.008745e+000
5.051862499922212e-004	9.780071e+000	4.880306e+000	2.934351e+000	1.600626e+000
5.071393749922212e-004	1.033446e+001	5.156154e+000	2.940485e+000	2.168433e+000
5.081159374922212e-004	1.059869e+001	5.287620e+000	2.943155e+000	2.440622e+000
5.090924999922212e-004	1.085292e+001	5.414117e+000	2.945590e+000	2.703624e+000
5.100690624922212e-004	1.109621e+001	5.535169e+000	2.947810e+000	2.956451e+000
5.110456249922212e-004	1.132765e+001	5.650321e+000	2.949831e+000	3.198151e+000
5.120221874922212e-004	1.154635e+001	5.759139e+000	2.951665e+000	3.427813e+000
5.129987499922212e-004	1.175151e+001	5.861214e+000	2.953324e+000	3.644574e+000
5.139753124922212e-004	1.194234e+001	5.956162e+000	2.954818e+000	3.847618e+000
5.149518749922212e-004	1.211813e+001	6.043628e+000	2.956153e+000	4.036180e+000
5.159284374922212e-004	1.227822e+001	6.123281e+000	2.957337e+000	4.209550e+000
5.169049999922212e-004	1.242201e+001	6.194822e+000	2.958377e+000	4.367077e+000
5.178815624922212e-004	1.254895e+001	6.257982e+000	2.959276e+000	4.508168e+000
5.188581249922212e-004	1.265858e+001	6.312525e+000	2.960039e+000	4.632290e+000
5.198346874922212e-004	1.275046e+001	6.358244e+000	2.960670e+000	4.738978e+000
5.208112499922212e-004	1.282428e+001	6.394969e+000	2.961170e+000	4.827829e+000
5.217878124922212e-004	1.287973e+001	6.422561e+000	2.961543e+000	4.898509e+000
5.227643749922212e-004	1.291662e+001	6.440916e+000	2.961789e+000	4.950753e+000
5.237409374922212e-004	1.293481e+001	6.449966e+000	2.961910e+000	4.984363e+000
5.247174999922212e-004	1.293423e+001	6.449678e+000	2.961906e+000	4.999212e+000
5.256940624922212e-004	1.291489e+001	6.440052e+000	2.961777e+000	4.995246e+000
5.266706249922212e-004	1.287685e+001	6.421125e+000	2.961523e+000	4.972479e+000
5.276471874922212e-004	1.282026e+001	6.392969e+000	2.961143e+000	4.930997e+000
5.286237499922212e-004	1.274533e+001	6.355690e+000	2.960635e+000	4.870955e+000
5.296003124922212e-004	1.265235e+001	6.309427e+000	2.959996e+000	4.792581e+000
5.305768749922212e-004	1.254166e+001	6.254356e+000	2.959225e+000	4.696168e+000
5.315534374922212e-004	1.241369e+001	6.190685e+000	2.958317e+000	4.582080e+000
5.325299999922212e-004	1.226892e+001	6.118653e+000	2.957269e+000	4.450746e+000
5.335065624922212e-004	1.210789e+001	6.038531e+000	2.956076e+000	4.302660e+000
5.344831249922212e-004	1.193120e+001	5.950622e+000	2.954731e+000	4.138381e+000
5.354596874922212e-004	1.173953e+001	5.855256e+000	2.953229e+000	3.958524e+000
5.364362499922212e-004	1.153360e+001	5.752792e+000	2.951560e+000	3.763770e+000
5.374128124922212e-004	1.131417e+001	5.643617e+000	2.949716e+000	3.554849e+000
5.383893749922212e-004	1.108209e+001	5.528141e+000	2.947684e+000	3.332549e+000
5.393659374922212e-004	1.083821e+001	5.406799e+000	2.945452e+000	3.097705e+000
5.403424999922212e-004	1.058347e+001	5.280049e+000	2.943005e+000	2.851203e+000
5.413190624922212e-004	1.031881e+001	5.148366e+000	2.940322e+000	2.593969e+000
5.432721874922212e-004	9.763792e+000	4.872206e+000	2.934158e+000	2.051217e+000
5.452253124922212e-004	9.181501e+000	4.582472e+000	2.926712e+000	1.477613e+000
5.471784374922212e-004	8.580704e+000	4.283523e+000	2.917599e+000	8.817840e-001
5.491315624922212e-004	7.970441e+000	3.979852e+000	2.906175e+000	2.726923e-001
5.510846874922212e-004	7.359894e+000	3.676023e+000	2.891240e+000	-3.405009e-001
5.520612499922212e-004	7.057389e+000	3.525476e+000	2.881747e+000	-6.457520e-001
5.530378124922212e-004	6.758252e+000	3.376594e+000	2.870171e+000	-9.485726e-001
5.540143749922212e-004	6.463608e+000	3.229931e+000	2.855429e+000	-1.247823e+000
5.549909374922212e-004	6.174566e+000	3.086029e+000	2.835164e+000	-1.542377e+000
5.559674999922212e-004	5.892217e+000	2.945400e+000	2.803807e+000	-1.831126e+000
5.569440624922212e-004	5.617621e+000	2.808514e+000	2.749149e+000	-2.112983e+000
5.579206249922212e-004	5.351814e+000	2.675830e+000	2.660522e+000	-2.386887e+000
5.588971874922212e-004	5.095796e+000	2.547889e+000	2.546108e+000	-2.651807e+000
5.598737499922212e-004	4.850530e+000	2.425265e+000	2.425309e+000	-2.906746e+000
5.618268749922212e-004	4.395906e+000	2.197954e+000	2.198146e+000	-3.382886e+000
5.637799999922212e-004	3.994786e+000	1.997394e+000	1.997587e+000	-3.808144e+000
5.657331249922212e-004	3.653208e+000	1.826605e+000	1.826798e+000	-4.176124e+000
5.676862499922212e-004	3.376312e+000	1.688157e+000	1.688350e+000	-4.481291e+000
5.686628124922212e-004	3.263463e+000	1.631732e+000	1.631926e+000	-4.608846e+000
5.696393749922212e-004	3.168268e+000	1.584135e+000	1.584328e+000	-4.719055e+000
5.706159374922212e-004	3.091087e+000	1.545545e+000	1.545738e+000	-4.811502e+000
5.715924999922212e-004	3.032211e+000	1.516106e+000	1.516299e+000	-4.885840e+000
5.725690624922212e-004	2.991860e+000	1.495931e+000	1.496125e+000	-4.941789e+000
5.735456249922212e-004	2.970189e+000	1.485096e+000	1.485289e+000	-4.979138e+000
5.745221874922212e-004	2.967279e+000	1.483640e+000	1.483834e+000	-4.997747e+000
5.754987499922212e-004	2.983141e+000	1.491572e+000	1.491765e+000	-4.997545e+000
5.764753124922212e-004	3.017717e+000	1.508859e+000	1.509053e+000	-4.978534e+000
5.774518749922212e-004	3.070876e+000	1.535439e+000	1.535632e+000	-4.940784e+000
5.784284374922212e-004	3.142420e+000	1.571211e+000	1.571404e+000	-4.884439e+000
5.794049999922212e-004	3.232079e+000	1.616040e+000	1.616234e+000	-4.809710e+000
5.803815624922212e-004	3.339516e+000	1.669759e+000	1.669952e+000	-4.716877e+000
5.823346874922212e-004	3.606046e+000	1.803024e+000	1.803217e+000	-4.478370e+000
5.842878124922213e-004	3.938004e+000	1.969003e+000	1.969196e+000	-4.172503e+000
5.862409374922213e-004	4.330401e+000	2.165201e+000	2.165394e+000	-3.803878e+000
5.881940624922213e-004	4.777340e+000	2.388671e+000	2.388797e+000	-3.378040e+000
5.891706249922213e-004	5.019193e+000	2.509593e+000	2.508875e+000	-3.145635e+000
5.901471874922213e-004	5.272102e+000	2.636007e+000	2.627190e+000	-2.901392e+000
5.911237499922213e-004	5.535118e+000	2.767351e+000	2.725686e+000	-2.646228e+000
5.921003124922213e-004	5.807249e+000	2.903060e+000	2.790219e+000	-2.381105e+000
5.930768749922213e-004	6.087472e+000	3.042658e+000	2.827049e+000	-2.107019e+000
5.940534374922213e-004	6.374733e+000	3.185688e+000	2.849955e+000	-1.825003e+000
5.950299999922213e-004	6.667951e+000	3.331648e+000	2.866228e+000	-1.536119e+000
5.960065624922213e-004	6.966021e+000	3.480004e+000	2.878627e+000	-1.241452e+000
5.979596874922213e-004	7.572223e+000	3.781688e+000	2.896980e+000	-6.392288e-001
5.999128124922213e-004	8.184223e+000	4.086233e+000	2.910493e+000	-2.739063e-002
6.018659374922213e-004	8.792822e+000	4.389071e+000	2.921018e+000	5.848595e-001
6.038190624922213e-004	9.388867e+000	4.685653e+000	2.929498e+000	1.188313e+000
6.057721874922213e-004	9.963399e+000	4.971524e+000	2.936467e+000	1.773893e+000
6.077253124922213e-004	1.050778e+001	5.242389e+000	2.942253e+000	2.332792e+000
6.087018749922213e-004	1.076608e+001	5.370910e+000	2.944772e+000	2.599590e+000
6.096784374922213e-004	1.101382e+001	5.494175e+000	2.947070e+000	2.856604e+000
6.106549999922213e-004	1.125006e+001	5.611719e+000	2.949163e+000	3.102866e+000
6.116315624922213e-004	1.147392e+001	5.723100e+000	2.951066e+000	3.337449e+000
6.126081249922213e-004	1.168455e+001	5.827899e+000	2.952789e+000	3.559471e+000
6.135846874922213e-004	1.188116e+001	5.925721e+000	2.954344e+000	3.768097e+000
6.145612499922213e-004	1.206301e+001	6.016200e+000	2.955738e+000	3.962539e+000
6.155378124922213e-004	1.222941e+001	6.098995e+000	2.956979e+000	4.142068e+000
6.165143749922213e-004	1.237975e+001	6.173795e+000	2.958074e+000	4.306007e+000
6.174909374922213e-004	1.251345e+001	6.240317e+000	2.959026e+000	4.453739e+000
6.184674999922213e-004	1.263001e+001	6.298313e+000	2.959841e+000	4.584709e+000
6.194440624922213e-004	1.272900e+001	6.347563e+000	2.960523e+000	4.698422e+000
6.204206249922213e-004	1.281004e+001	6.387884e+000	2.961074e+000	4.794452e+000
6.213971874922213e-004	1.287282e+001	6.419123e+000	2.961496e+000	4.872436e+000
6.223737499922213e-004	1.291712e+001	6.441163e+000	2.961792e+000	4.932082e+000
6.233503124922213e-004	1.294276e+001	6.453921e+000	2.961962e+000	4.973164e+000
6.243268749922213e-004	1.294965e+001	6.457350e+000	2.962008e+000	4.995529e+000
6.253034374922213e-004	1.293777e+001	6.451436e+000	2.961929e+000	4.999091e+000
6.262799999922213e-004	1.290715e+001	6.436203e+000	2.961725e+000	4.983839e+000
6.272565624922213e-004	1.285792e+001	6.411708e+000	2.961396e+000	4.949827e+000
6.282331249922213e-004	1.279026e+001	6.378043e+000	2.960940e+000	4.897186e+000
6.292096874922213e-004	1.270442e+001	6.335335e+000	2.960355e+000	4.826113e+000
6.301862499922213e-004	1.260073e+001	6.283745e+000	2.959638e+000	4.736876e+000
6.311628124922213e-004	1.247958e+001	6.223467e+000	2.958786e+000	4.629810e+000
6.321393749922213e-004	1.234143e+001	6.154729e+000	2.957797e+000	4.505319e+000
6.331159374922213e-004	1.218679e+001	6.077789e+000	2.956664e+000	4.363871e+000
6.340924999922213e-004	1.201625e+001	5.992937e+000	2.955383e+000	4.205997e+000
6.350690624922213e-004	1.183045e+001	5.900493e+000	2.953948e+000	4.032294e+000
6.360456249922213e-004	1.163009e+001	5.800804e+000	2.952349e+000	3.843414e+000
6.370221874922213e-004	1.141593e+001	5.694246e+000	2.950580e+000	3.640068e+000
6.379987499922213e-004	1.118877e+001	5.581220e+000	2.948628e+000	3.423022e+000
6.389753124922213e-004	1.094946e+001	5.462152e+000	2.946483e+000	3.193092e+000
6.399518749922213e-004	1.069891e+001	5.337489e+000	2.944129e+000	2.951144e+000
6.409284374922213e-004	1.043807e+001	5.207702e+000	2.941549e+000	2.698089e+000
6.428815624922213e-004	9.889441e+000	4.934725e+000	2.935624e+000	2.162504e+000
6.448346874922213e-004	9.311838e+000	4.647325e+000	2.928481e+000	1.594393e+000
6.467878124922213e-004	8.713951e+000	4.349825e+000	2.919774e+000	1.002301e+000
6.487409374922213e-004	8.104774e+000	4.046698e+000	2.908929e+000	3.951337e-001
6.506940624922213e-004	7.493472e+000	3.742498e+000	2.894916e+000	-2.179771e-001
6.526471874922213e-004	6.889244e+000	3.441791e+000	2.875570e+000	-8.278093e-001
6.536237499922213e-004	6.592632e+000	3.294157e+000	2.862409e+000	-1.128624e+000
6.546003124922213e-004	6.301181e+000	3.149070e+000	2.844974e+000	-1.425190e+000
6.555768749922213e-004	6.015989e+000	3.007057e+000	2.819571e+000	-1.716393e+000
6.565534374922213e-004	5.738130e+000	2.868608e+000	2.777178e+000	-2.001135e+000
6.575299999922213e-004	5.468648e+000	2.734174e+000	2.704139e+000	-2.278346e+000
6.585065624922213e-004	5.208560e+000	2.604254e+000	2.598977e+000	-2.546981e+000
6.594831249922213e-004	4.958844e+000	2.479421e+000	2.479135e+000	-2.806031e+000
6.604596874922213e-004	4.720440e+000	2.360221e+000	2.360379e+000	-3.054518e+000
6.624128124922213e-004	4.281112e+000	2.140557e+000	2.140750e+000	-3.516113e+000
6.643659374922213e-004	3.897189e+000	1.948595e+000	1.948789e+000	-3.924821e+000
6.663190624922213e-004	3.574447e+000	1.787225e+000	1.787418e+000	-4.274497e+000
6.682721874922213e-004	3.317745e+000	1.658874e+000	1.659067e+000	-4.559880e+000
6.692487499922213e-004	3.215407e+000	1.607705e+000	1.607898e+000	-4.677081e+000
6.702253124922213e-004	3.130947e+000	1.565475e+000	1.565668e+000	-4.776679e+000
6.712018749922213e-004	3.064683e+000	1.532343e+000	1.532536e+000	-4.858298e+000
6.721784374922213e-004	3.016866e+000	1.508434e+000	1.508627e+000	-4.921631e+000
6.731549999922213e-004	2.987674e+000	1.493838e+000	1.494031e+000	-4.966441e+000
6.741315624922213e-004	2.977220e+000	1.488611e+000	1.488804e+000	-4.992558e+000
6.751081249922213e-004	2.985542e+000	1.492772e+000	1.492965e+000	-4.999885e+000
6.760846874922213e-004	3.012610e+000	1.506306e+000	1.506499e+000	-4.988392e+000
6.770612499922213e-004	3.058322e+000	1.529162e+000	1.529355e+000	-4.958125e+000
6.780378124922213e-004	3.122506e+000	1.561254e+000	1.561447e+000	-4.909196e+000
6.790143749922213e-004	3.204921e+000	1.602462e+000	1.602655e+000	-4.841791e+000
6.799909374922213e-004	3.305259e+000	1.652630e+000	1.652823e+000	-4.756162e+000
6.819440624922213e-004	3.558122e+000	1.779062e+000	1.779255e+000	-4.531590e+000
6.838971874922213e-004	3.877295e+000	1.938649e+000	1.938842e+000	-4.238858e+000
6.858503124922213e-004	4.257983e+000	2.128992e+000	2.129185e+000	-3.882371e+000
6.878034374922213e-004	4.694460e+000	2.347231e+000	2.347398e+000	-3.467489e+000
6.887799999922213e-004	4.931600e+000	2.465799e+000	2.465634e+000	-3.240068e+000
6.897565624922213e-004	5.180166e+000	2.590062e+000	2.585956e+000	-3.000452e+000
6.907331249922213e-004	5.439223e+000	2.719483e+000	2.693808e+000	-2.749543e+000
6.917096874922213e-004	5.707796e+000	2.853485e+000	2.770774e+000	-2.488286e+000
6.926862499922213e-004	5.984875e+000	2.991560e+000	2.815940e+000	-2.217664e+000
6.936628124922213e-004	6.269417e+000	3.133255e+000	2.842601e+000	-1.938694e+000
6.946393749922213e-004	6.560350e+000	3.278089e+000	2.860719e+000	-1.652428e+000
6.956159374922214e-004	6.856581e+000	3.425535e+000	2.874340e+000	-1.359942e+000
6.975690624922214e-004	7.460460e+000	3.726070e+000	2.894062e+000	-7.607355e-001
6.995221874922214e-004	8.071972e+000	4.030375e+000	2.908277e+000	-1.500867e-001
7.014753124922214e-004	8.681923e+000	4.333889e+000	2.919262e+000	4.628196e-001
7.034284374922214e-004	9.281141e+000	4.632051e+000	2.928071e+000	1.068765e+000
7.053815624922214e-004	9.860617e+000	4.920383e+000	2.935292e+000	1.658635e+000
7.073346874922214e-004	1.041164e+001	5.194551e+000	2.941280e+000	2.223557e+000
7.083112499922214e-004	1.067386e+001	5.325027e+000	2.943888e+000	2.493989e+000
7.092878124922214e-004	1.092591e+001	5.450436e+000	2.946267e+000	2.755035e+000
7.102643749922214e-004	1.116683e+001	5.570307e+000	2.948436e+000	3.005711e+000
7.112409374922214e-004	1.139572e+001	5.684189e+000	2.950409e+000	3.245075e+000
7.122174999922214e-004	1.161170e+001	5.791654e+000	2.952200e+000	3.472224e+000
7.131940624922214e-004	1.181398e+001	5.892298e+000	2.953818e+000	3.686306e+000
7.141706249922214e-004	1.200179e+001	5.985742e+000	2.955273e+000	3.886512e+000
7.151471874922214e-004	1.217442e+001	6.071634e+000	2.956573e+000	4.072091e+000
7.161237499922214e-004	1.233122e+001	6.149652e+000	2.957723e+000	4.242343e+000
7.171003124922214e-004	1.247161e+001	6.219502e+000	2.958730e+000	4.396628e+000
7.180768749922214e-004	1.259506e+001	6.280922e+000	2.959598e+000	4.534366e+000
7.190534374922214e-004	1.270109e+001	6.333679e+000	2.960332e+000	4.655036e+000
7.200299999922214e-004	1.278932e+001	6.377577e+000	2.960933e+000	4.758186e+000
7.210065624922214e-004	1.285941e+001	6.412450e+000	2.961406e+000	4.843428e+000
7.219831249922214e-004	1.291110e+001	6.438167e+000	2.961752e+000	4.910440e+000
7.229596874922214e-004	1.294419e+001	6.454631e+000	2.961972e+000	4.958970e+000
7.239362499922214e-004	1.295856e+001	6.461781e+000	2.962067e+000	4.988836e+000
7.249128124922214e-004	1.295415e+001	6.459589e+000	2.962038e+000	4.999925e+000
7.258893749922214e-004	1.293099e+001	6.448064e+000	2.961884e+000	4.992195e+000
7.268659374922214e-004	1.288916e+001	6.427250e+000	2.961606e+000	4.965676e+000
7.278424999922214e-004	1.282881e+001	6.397224e+000	2.961200e+000	4.920467e+000
7.288190624922214e-004	1.275018e+001	6.358102e+000	2.960667e+000	4.856739e+000
7.297956249922214e-004	1.265356e+001	6.310029e+000	2.960004e+000	4.774731e+000
7.307721874922214e-004	1.253931e+001	6.253187e+000	2.959208e+000	4.674752e+000
7.317487499922214e-004	1.240787e+001	6.187789e+000	2.958275e+000	4.557178e+000
7.327253124922214e-004	1.225973e+001	6.114082e+000	2.957202e+000	4.422452e+000
7.337018749922214e-004	1.209545e+001	6.032344e+000	2.955982e+000	4.271081e+000
7.346784374922214e-004	1.191565e+001	5.942883e+000	2.954611e+000	4.103634e+000
7.356549999922214e-004	1.172100e+001	5.846034e+000	2.953081e+000	3.920743e+000
7.366315624922214e-004	1.151223e+001	5.742163e+000	2.951384e+000	3.723094e+000
7.376081249922214e-004	1.129014e+001	5.631660e+000	2.949509e+000	3.511433e+000
7.385846874922214e-004	1.105556e+001	5.514943e+000	2.947446e+000	3.286556e+000
7.395612499922214e-004	1.080937e+001	5.392449e+000	2.945181e+000	3.049308e+000
7.405378124922214e-004	1.055250e+001	5.264640e+000	2.942698e+000	2.800584e+000
7.415143749922214e-004	1.028592e+001	5.131998e+000	2.939978e+000	2.541319e+000
7.434674999922214e-004	9.727653e+000	4.854224e+000	2.933728e+000	1.995106e+000
7.454206249922214e-004	9.142981e+000	4.563305e+000	2.926177e+000	1.418884e+000
7.473737499922214e-004	8.540697e+000	4.263615e+000	2.916927e+000	8.213216e-001
7.493268749922214e-004	7.929862e+000	3.959659e+000	2.905311e+000	2.114054e-001
7.512799999922214e-004	7.319665e+000	3.656003e+000	2.890078e+000	-4.016905e-001
7.522565624922214e-004	7.017679e+000	3.505713e+000	2.880355e+000	-7.065472e-001
7.532331249922214e-004	6.719286e+000	3.357199e+000	2.868449e+000	-1.008745e+000
7.542096874922214e-004	6.425611e+000	3.211016e+000	2.853122e+000	-1.307145e+000
