time	V(a)	V(b)	V(out)	V(n002)
7.551862499922214e-004	6.137759e+000	3.067700e+000	2.831830e+000	-1.600626e+000
7.561628124922214e-004	5.856812e+000	2.927760e+000	2.798451e+000	-1.888083e+000
7.571393749922214e-004	5.583830e+000	2.791657e+000	2.740036e+000	-2.168433e+000
7.581159374922214e-004	5.319839e+000	2.659858e+000	2.647506e+000	-2.440622e+000
7.590924999922214e-004	5.065833e+000	2.532910e+000	2.531646e+000	-2.703624e+000
7.600690624922214e-004	4.822768e+000	2.411384e+000	2.411469e+000	-2.956451e+000
7.620221874922214e-004	4.373075e+000	2.186539e+000	2.186731e+000	-3.427813e+000
7.639753124922214e-004	3.977529e+000	1.988766e+000	1.988959e+000	-3.847618e+000
7.659284374922214e-004	3.642081e+000	1.821041e+000	1.821234e+000	-4.209550e+000
7.678815624922214e-004	3.371778e+000	1.685890e+000	1.686083e+000	-4.508168e+000
7.688581249922214e-004	3.262367e+000	1.631185e+000	1.631378e+000	-4.632290e+000
7.698346874922214e-004	3.170689e+000	1.585345e+000	1.585539e+000	-4.738978e+000
7.708112499922214e-004	3.097087e+000	1.548545e+000	1.548738e+000	-4.827829e+000
7.717878124922214e-004	3.041841e+000	1.520921e+000	1.521114e+000	-4.898509e+000
7.727643749922214e-004	3.005156e+000	1.502579e+000	1.502772e+000	-4.950753e+000
7.737409374922214e-004	2.987174e+000	1.493588e+000	1.493781e+000	-4.984363e+000
7.747174999922214e-004	2.987960e+000	1.493981e+000	1.494174e+000	-4.999212e+000
7.756940624922214e-004	3.007513e+000	1.503757e+000	1.503950e+000	-4.995246e+000
7.766706249922214e-004	3.045758e+000	1.522880e+000	1.523073e+000	-4.972479e+000
7.776471874922214e-004	3.102554e+000	1.551278e+000	1.551471e+000	-4.930997e+000
7.786237499922214e-004	3.177686e+000	1.588844e+000	1.589037e+000	-4.870955e+000
7.796003124922214e-004	3.270871e+000	1.635437e+000	1.635630e+000	-4.792581e+000
7.805768749922214e-004	3.381760e+000	1.690881e+000	1.691074e+000	-4.696168e+000
7.825299999922214e-004	3.654913e+000	1.827457e+000	1.827651e+000	-4.450746e+000
7.844831249922214e-004	3.993040e+000	1.996521e+000	1.996714e+000	-4.138381e+000
7.864362499922214e-004	4.391057e+000	2.195529e+000	2.195722e+000	-3.763770e+000
7.883893749922214e-004	4.842979e+000	2.421490e+000	2.421547e+000	-3.332549e+000
7.893659374922214e-004	5.087061e+000	2.543522e+000	2.541914e+000	-3.097705e+000
7.903424999922214e-004	5.342012e+000	2.670935e+000	2.656597e+000	-2.851203e+000
7.913190624922214e-004	5.606875e+000	2.803154e+000	2.746328e+000	-2.593969e+000
7.922956249922214e-004	5.880652e+000	2.939638e+000	2.802104e+000	-2.326972e+000
7.932721874922214e-004	6.162312e+000	3.079926e+000	2.834048e+000	-2.051217e+000
7.942487499922214e-004	6.450795e+000	3.223553e+000	2.854663e+000	-1.767742e+000
7.952253124922214e-004	6.745017e+000	3.370007e+000	2.869689e+000	-1.477613e+000
7.962018749922214e-004	7.043868e+000	3.518747e+000	2.881378e+000	-1.181923e+000
7.981549999922214e-004	7.650952e+000	3.820866e+000	2.898940e+000	-5.783265e-001
8.001081249922214e-004	8.262917e+000	4.125391e+000	2.911989e+000	3.396821e-002
8.020612499922214e-004	8.870560e+000	4.427752e+000	2.922211e+000	6.457520e-001
8.040143749922214e-004	9.464745e+000	4.723408e+000	2.930478e+000	1.247823e+000
8.059674999922214e-004	1.003654e+001	5.007915e+000	2.937286e+000	1.831126e+000
8.069440624922214e-004	1.031133e+001	5.144643e+000	2.940244e+000	2.112983e+000
8.079206249922215e-004	1.057733e+001	5.276997e+000	2.942944e+000	2.386887e+000
8.088971874922215e-004	1.083355e+001	5.404479e+000	2.945409e+000	2.651807e+000
8.098737499922215e-004	1.107901e+001	5.526609e+000	2.947656e+000	2.906746e+000
8.108503124922215e-004	1.131279e+001	5.642929e+000	2.949704e+000	3.150746e+000
8.118268749922215e-004	1.153401e+001	5.753000e+000	2.951563e+000	3.382886e+000
8.128034374922215e-004	1.174185e+001	5.856408e+000	2.953247e+000	3.602294e+000
8.137799999922215e-004	1.193551e+001	5.952765e+000	2.954765e+000	3.808144e+000
8.147565624922215e-004	1.211427e+001	6.041707e+000	2.956124e+000	3.999661e+000
8.157331249922215e-004	1.227746e+001	6.122900e+000	2.957332e+000	4.176124e+000
8.167096874922215e-004	1.242446e+001	6.196040e+000	2.958394e+000	4.336869e+000
8.176862499922215e-004	1.255472e+001	6.260850e+000	2.959316e+000	4.481291e+000
8.186628124922215e-004	1.266775e+001	6.317088e+000	2.960102e+000	4.608846e+000
8.196393749922215e-004	1.276312e+001	6.364541e+000	2.960756e+000	4.719055e+000
8.206159374922215e-004	1.284048e+001	6.403030e+000	2.961279e+000	4.811502e+000
8.215924999922215e-004	1.289953e+001	6.432412e+000	2.961675e+000	4.885840e+000
8.225690624922215e-004	1.294006e+001	6.452576e+000	2.961944e+000	4.941789e+000
8.235456249922215e-004	1.296191e+001	6.463446e+000	2.962089e+000	4.979138e+000
8.245221874922215e-004	1.296499e+001	6.464981e+000	2.962110e+000	4.997747e+000
8.254987499922215e-004	1.294930e+001	6.457175e+000	2.962006e+000	4.997545e+000
8.264753124922215e-004	1.291490e+001	6.440059e+000	2.961777e+000	4.978534e+000
8.274518749922215e-004	1.286192e+001	6.413696e+000	2.961423e+000	4.940784e+000
8.284284374922215e-004	1.279055e+001	6.378187e+000	2.960942e+000	4.884439e+000
8.294049999922215e-004	1.270106e+001	6.333663e+000	2.960331e+000	4.809710e+000
8.303815624922215e-004	1.259380e+001	6.280294e+000	2.959589e+000	4.716877e+000
8.313581249922215e-004	1.246916e+001	6.218281e+000	2.958713e+000	4.606292e+000
8.323346874922215e-004	1.232761e+001	6.147856e+000	2.957697e+000	4.478370e+000
8.333112499922215e-004	1.216970e+001	6.069285e+000	2.956537e+000	4.333591e+000
8.342878124922215e-004	1.199600e+001	5.982863e+000	2.955229e+000	4.172503e+000
8.352643749922215e-004	1.180719e+001	5.888917e+000	2.953764e+000	3.995710e+000
8.362409374922215e-004	1.160396e+001	5.787799e+000	2.952137e+000	3.803878e+000
8.372174999922215e-004	1.138708e+001	5.679891e+000	2.950336e+000	3.597729e+000
8.381940624922215e-004	1.115737e+001	5.565598e+000	2.948352e+000	3.378040e+000
8.391706249922215e-004	1.091569e+001	5.445350e+000	2.946172e+000	3.145635e+000
8.401471874922215e-004	1.066296e+001	5.319601e+000	2.943782e+000	2.901392e+000
8.411237499922215e-004	1.040012e+001	5.188823e+000	2.941162e+000	2.646228e+000
8.430768749922215e-004	9.848123e+000	4.914166e+000	2.935147e+000	2.107019e+000
8.450299999922215e-004	9.268000e+000	4.625512e+000	2.927893e+000	1.536119e+000
8.469831249922215e-004	8.668480e+000	4.327199e+000	2.919042e+000	9.421136e-001
8.489362499922215e-004	8.058582e+000	4.023713e+000	2.908000e+000	3.339382e-001
8.508893749922215e-004	7.447482e+000	3.719611e+000	2.893681e+000	-2.792600e-001
8.528424999922215e-004	6.844372e+000	3.419457e+000	2.873785e+000	-8.882579e-001
8.538190624922215e-004	6.548656e+000	3.272268e+000	2.860136e+000	-1.188313e+000
8.547956249922215e-004	6.258324e+000	3.127733e+000	2.841855e+000	-1.483895e+000
8.557721874922215e-004	5.974468e+000	2.986376e+000	2.814733e+000	-1.773893e+000
8.567487499922215e-004	5.698156e+000	2.848678e+000	2.768694e+000	-2.057214e+000
8.577253124922215e-004	5.430428e+000	2.715092e+000	2.690678e+000	-2.332792e+000
8.587018749922215e-004	5.172292e+000	2.586127e+000	2.582324e+000	-2.599590e+000
8.596784374922215e-004	4.924719e+000	2.462358e+000	2.462222e+000	-2.856604e+000
8.606549999922215e-004	4.688641e+000	2.344321e+000	2.344490e+000	-3.102866e+000
8.626081249922215e-004	4.254479e+000	2.127241e+000	2.127434e+000	-3.559471e+000
8.645612499922215e-004	3.876339e+000	1.938171e+000	1.938364e+000	-3.962539e+000
8.665143749922215e-004	3.559911e+000	1.779956e+000	1.780149e+000	-4.306007e+000
8.674909374922215e-004	3.426364e+000	1.713183e+000	1.713376e+000	-4.453739e+000
8.684674999922215e-004	3.309954e+000	1.654978e+000	1.655171e+000	-4.584709e+000
8.694440624922215e-004	3.211119e+000	1.605560e+000	1.605754e+000	-4.698422e+000
8.704206249922215e-004	3.130231e+000	1.565117e+000	1.565310e+000	-4.794452e+000
8.713971874922215e-004	3.067595e+000	1.533799e+000	1.533992e+000	-4.872436e+000
8.723737499922215e-004	3.023447e+000	1.511725e+000	1.511918e+000	-4.932082e+000
8.733503124922215e-004	2.997954e+000	1.498978e+000	1.499171e+000	-4.973164e+000
8.743268749922215e-004	2.991210e+000	1.495606e+000	1.495799e+000	-4.995529e+000
8.753034374922215e-004	3.003243e+000	1.501623e+000	1.501816e+000	-4.999091e+000
8.762799999922215e-004	3.034007e+000	1.517005e+000	1.517198e+000	-4.983839e+000
8.772565624922215e-004	3.083387e+000	1.541694e+000	1.541888e+000	-4.949827e+000
8.782331249922215e-004	3.151196e+000	1.575599e+000	1.575792e+000	-4.897186e+000
8.792096874922215e-004	3.237180e+000	1.618591e+000	1.618784e+000	-4.826113e+000
8.801862499922215e-004	3.341016e+000	1.670509e+000	1.670702e+000	-4.736876e+000
8.821393749922215e-004	3.600614e+000	1.800308e+000	1.800501e+000	-4.505319e+000
8.840924999922215e-004	3.926087e+000	1.963045e+000	1.963238e+000	-4.205997e+000
8.860456249922215e-004	4.312542e+000	2.156272e+000	2.156465e+000	-3.843414e+000
8.879987499922215e-004	4.754168e+000	2.377085e+000	2.377227e+000	-3.423022e+000
8.889753124922215e-004	4.993624e+000	2.496810e+000	2.496313e+000	-3.193092e+000
8.899518749922215e-004	5.244324e+000	2.622127e+000	2.615053e+000	-2.951144e+000
8.909284374922215e-004	5.505322e+000	2.752481e+000	2.716377e+000	-2.698089e+000
8.919049999922215e-004	5.775639e+000	2.887305e+000	2.784536e+000	-2.434879e+000
8.928815624922215e-004	6.054254e+000	3.026114e+000	2.823694e+000	-2.162504e+000
8.938581249922215e-004	6.340119e+000	3.168456e+000	2.847689e+000	-1.881990e+000
8.948346874922215e-004	6.632160e+000	3.313833e+000	2.864540e+000	-1.594393e+000
8.958112499922215e-004	6.929276e+000	3.461716e+000	2.877275e+000	-1.300795e+000
8.977643749922215e-004	7.534250e+000	3.762791e+000	2.896005e+000	-7.000349e-001
8.997174999922215e-004	8.145941e+000	4.067183e+000	2.909749e+000	-8.874533e-002
9.016706249922215e-004	8.755150e+000	4.370326e+000	2.920428e+000	5.238791e-001
9.036237499922215e-004	9.352716e+000	4.667665e+000	2.929024e+000	1.128624e+000
9.055768749922215e-004	9.929654e+000	4.954734e+000	2.936084e+000	1.716393e+000
9.075299999922215e-004	1.047729e+001	5.227217e+000	2.941946e+000	2.278346e+000
9.085065624922215e-004	1.073752e+001	5.356698e+000	2.944499e+000	2.546981e+000
9.094831249922215e-004	1.098738e+001	5.481017e+000	2.946830e+000	2.806031e+000
9.104596874922215e-004	1.122592e+001	5.599707e+000	2.948953e+000	3.054518e+000
9.114362499922215e-004	1.145225e+001	5.712320e+000	2.950884e+000	3.291510e+000
9.124128124922215e-004	1.166552e+001	5.818433e+000	2.952636e+000	3.516113e+000
9.133893749922215e-004	1.186493e+001	5.917647e+000	2.954217e+000	3.727482e+000
9.143659374922215e-004	1.204972e+001	6.009589e+000	2.955637e+000	3.924821e+000
9.153424999922215e-004	1.221920e+001	6.093913e+000	2.956904e+000	4.107389e+000
9.163190624922215e-004	1.237272e+001	6.170301e+000	2.958023e+000	4.274497e+000
9.172956249922215e-004	1.250973e+001	6.238466e+000	2.959000e+000	4.425517e+000
9.182721874922215e-004	1.262969e+001	6.298152e+000	2.959839e+000	4.559880e+000
9.192487499922215e-004	1.273215e+001	6.349134e+000	2.960544e+000	4.677081e+000
9.202253124922215e-004	1.281674e+001	6.391220e+000	2.961119e+000	4.776679e+000
9.212018749922216e-004	1.288313e+001	6.424253e+000	2.961565e+000	4.858298e+000
9.221784374922216e-004	1.293108e+001	6.448107e+000	2.961885e+000	4.921631e+000
9.231549999922216e-004	1.296039e+001	6.462693e+000	2.962079e+000	4.966441e+000
9.241315624922216e-004	1.297097e+001	6.467957e+000	2.962149e+000	4.992558e+000
9.251081249922216e-004	1.296278e+001	6.463879e+000	2.962095e+000	4.999885e+000
9.260846874922216e-004	1.293583e+001	6.450473e+000	2.961916e+000	4.988392e+000
9.270612499922216e-004	1.289025e+001	6.427792e+000	2.961613e+000	4.958125e+000
9.280378124922216e-004	1.282619e+001	6.395919e+000	2.961183e+000	4.909196e+000
9.290143749922216e-004	1.274389e+001	6.354975e+000	2.960624e+000	4.841791e+000
9.299909374922216e-004	1.264368e+001	6.305115e+000	2.959936e+000	4.756162e+000
9.309674999922216e-004	1.252592e+001	6.246525e+000	2.959114e+000	4.652631e+000
9.319440624922216e-004	1.239107e+001	6.179427e+000	2.958155e+000	4.531590e+000
9.329206249922216e-004	1.223962e+001	6.104074e+000	2.957054e+000	4.393492e+000
9.338971874922216e-004	1.207214e+001	6.020747e+000	2.955807e+000	4.238858e+000
9.348737499922216e-004	1.188928e+001	5.929763e+000	2.954406e+000	4.068271e+000
9.358503124922216e-004	1.169171e+001	5.831462e+000	2.952846e+000	3.882371e+000
9.368268749922216e-004	1.148018e+001	5.726215e+000	2.951117e+000	3.681859e+000
9.378034374922216e-004	1.125549e+001	5.614418e+000	2.949210e+000	3.467489e+000
9.387799999922216e-004	1.101848e+001	5.496491e+000	2.947112e+000	3.240068e+000
9.397565624922216e-004	1.077004e+001	5.372880e+000	2.944809e+000	3.000452e+000
9.407331249922216e-004	1.051111e+001	5.244048e+000	2.942286e+000	2.749543e+000
9.426862499922216e-004	9.965722e+000	4.972680e+000	2.936493e+000	2.217664e+000
9.446393749922216e-004	9.390509e+000	4.686470e+000	2.929518e+000	1.652428e+000
9.465924999922216e-004	8.794126e+000	4.389719e+000	2.921036e+000	1.062338e+000
9.485456249922216e-004	8.185543e+000	4.086890e+000	2.910513e+000	4.562697e-001
9.504987499922216e-004	7.573918e+000	3.782531e+000	2.897005e+000	-1.566613e-001
9.524518749922216e-004	6.968450e+000	3.481211e+000	2.878575e+000	-7.672360e-001
9.534284374922216e-004	6.670877e+000	3.333104e+000	2.866225e+000	-1.068765e+000
9.544049999922216e-004	6.378246e+000	3.187437e+000	2.850170e+000	-1.366271e+000
9.553815624922216e-004	6.091656e+000	3.044741e+000	2.827501e+000	-1.658635e+000
9.563581249922216e-004	5.812185e+000	2.905520e+000	2.791121e+000	-1.944756e+000
9.573346874922216e-004	5.540887e+000	2.770230e+000	2.727521e+000	-2.223557e+000
9.583112499922216e-004	5.278781e+000	2.639345e+000	2.630133e+000	-2.493989e+000
9.592878124922216e-004	5.026855e+000	2.513423e+000	2.512642e+000	-2.755035e+000
9.602643749922216e-004	4.786056e+000	2.393029e+000	2.393149e+000	-3.005711e+000
9.622174999922216e-004	4.341421e+000	2.170712e+000	2.170904e+000	-3.472224e+000
9.641706249922216e-004	3.951566e+000	1.975784e+000	1.975977e+000	-3.886512e+000
9.661237499922216e-004	3.622356e+000	1.811179e+000	1.811372e+000	-4.242343e+000
9.680768749922216e-004	3.358745e+000	1.679373e+000	1.679566e+000	-4.534366e+000
9.690534374922216e-004	3.252818e+000	1.626410e+000	1.626603e+000	-4.655036e+000
9.700299999922216e-004	3.164697e+000	1.582350e+000	1.582543e+000	-4.758186e+000
9.710065624922216e-004	3.094715e+000	1.547359e+000	1.547552e+000	-4.843428e+000
9.719831249922216e-004	3.043135e+000	1.521568e+000	1.521762e+000	-4.910440e+000
9.729596874922216e-004	3.010151e+000	1.505076e+000	1.505270e+000	-4.958970e+000
9.739362499922216e-004	2.995887e+000	1.497944e+000	1.498138e+000	-4.988836e+000
9.749128124922216e-004	3.000398e+000	1.500200e+000	1.500393e+000	-4.999925e+000
9.758893749922216e-004	3.023666e+000	1.511834e+000	1.512027e+000	-4.992195e+000
9.768659374922216e-004	3.065605e+000	1.532803e+000	1.532997e+000	-4.965676e+000
9.778424999922215e-004	3.126056e+000	1.563029e+000	1.563222e+000	-4.920467e+000
9.788190624922214e-004	3.204792e+000	1.602397e+000	1.602590e+000	-4.856739e+000
9.797956249922213e-004	3.301517e+000	1.650760e+000	1.650953e+000	-4.774731e+000
9.807721874922212e-004	3.415868e+000	1.707935e+000	1.708128e+000	-4.674752e+000
9.827253124922210e-004	3.695659e+000	1.847830e+000	1.848024e+000	-4.422452e+000
9.846784374922207e-004	4.039958e+000	2.019980e+000	2.020173e+000	-4.103634e+000
9.866315624922205e-004	4.443588e+000	2.221795e+000	2.221987e+000	-3.723094e+000
9.876081249922204e-004	4.665789e+000	2.332895e+000	2.333069e+000	-3.511433e+000
9.885846874922203e-004	4.900481e+000	2.450240e+000	2.450180e+000	-3.286556e+000
9.895612499922202e-004	5.146781e+000	2.573376e+000	2.570396e+000	-3.049308e+000
9.905378124922201e-004	5.403763e+000	2.701777e+000	2.680811e+000	-2.800584e+000
9.915143749922200e-004	5.670460e+000	2.834867e+000	2.762353e+000	-2.541319e+000
9.924909374922199e-004	5.945867e+000	2.972128e+000	2.811122e+000	-2.272489e+000
9.934674999922198e-004	6.228948e+000	3.113106e+000	2.839528e+000	-1.995106e+000
9.944440624922197e-004	6.518637e+000	3.257324e+000	2.858495e+000	-1.710213e+000
9.954206249922196e-004	6.813844e+000	3.404264e+000	2.872607e+000	-1.418884e+000
9.963971874922194e-004	7.113458e+000	3.553381e+000	2.883728e+000	-1.122215e+000
9.983503124922192e-004	7.721385e+000	3.855916e+000	2.900631e+000	-5.173371e-001
9.993268749922191e-004	8.027442e+000	4.008217e+000	2.907426e+000	-2.114054e-001
1.000000000000000e-003	8.238561e+000	4.113273e+000	2.911695e+000	-1.224647e-014
