time	V(a)	V(b)	V(out)
0.000000000000000e+000	7.996293e+000	3.992585e+000	2.880325e+000
4.618749988886912e-007	8.141368e+000	4.064775e+000	2.882889e+000
9.237499977773823e-007	8.285816e+000	4.136652e+000	2.885365e+000
1.385624996666073e-006	8.429637e+000	4.208216e+000	2.887753e+000
1.847499995554765e-006	8.572830e+000	4.279468e+000	2.890053e+000
2.309374994443456e-006	8.715396e+000	4.350407e+000	2.892265e+000
2.771249993332147e-006	8.857335e+000	4.421034e+000	2.894389e+000
3.233124992220837e-006	8.998646e+000	4.491348e+000	2.896425e+000
5.186249992220837e-006	9.581882e+000	4.781553e+000	2.903883e+000
7.139374992220837e-006	1.013751e+001	5.058014e+000	2.910021e+000
8.115937492220837e-006	1.040234e+001	5.189786e+000	2.912683e+000
9.092499992220837e-006	1.065719e+001	5.316587e+000	2.915107e+000
1.006906249222084e-005	1.090109e+001	5.437943e+000	2.917314e+000
1.104562499222084e-005	1.113313e+001	5.553396e+000	2.919321e+000
1.202218749222084e-005	1.135245e+001	5.662516e+000	2.921140e+000
1.299874999222084e-005	1.155820e+001	5.764892e+000	2.922784e+000
1.397531249222084e-005	1.174964e+001	5.860140e+000	2.924263e+000
1.495187499222084e-005	1.192603e+001	5.947904e+000	2.925585e+000
1.592843749222084e-005	1.208672e+001	6.027854e+000	2.926757e+000
1.690499999222084e-005	1.223110e+001	6.099692e+000	2.927786e+000
1.788156249222085e-005	1.235864e+001	6.163149e+000	2.928677e+000
1.885812499222085e-005	1.246886e+001	6.217986e+000	2.929433e+000
1.983468749222085e-005	1.256134e+001	6.263999e+000	2.930059e+000
2.081124999222085e-005	1.263574e+001	6.301017e+000	2.930557e+000
2.178781249222085e-005	1.269178e+001	6.328901e+000	2.930930e+000
2.276437499222085e-005	1.272926e+001	6.347548e+000	2.931178e+000
2.374093749222085e-005	1.274803e+001	6.356889e+000	2.931304e+000
2.471749999222085e-005	1.274804e+001	6.356890e+000	2.931307e+000
2.569406249222085e-005	1.272927e+001	6.347552e+000	2.931188e+000
2.667062499222085e-005	1.269181e+001	6.328913e+000	2.930946e+000
2.764718749222085e-005	1.263579e+001	6.301044e+000	2.930581e+000
2.862374999222086e-005	1.256144e+001	6.264050e+000	2.930090e+000
2.960031249222086e-005	1.246903e+001	6.218073e+000	2.929472e+000
3.057687499222086e-005	1.235892e+001	6.163287e+000	2.928723e+000
3.155343749222086e-005	1.223152e+001	6.099899e+000	2.927841e+000
3.252999999222086e-005	1.208731e+001	6.028149e+000	2.926822e+000
3.350656249222086e-005	1.192685e+001	5.948309e+000	2.925660e+000
3.448312499222086e-005	1.175072e+001	5.860681e+000	2.924349e+000
3.545968749222086e-005	1.155962e+001	5.765594e+000	2.922882e+000
3.643624999222086e-005	1.135424e+001	5.663410e+000	2.921252e+000
3.741281249222086e-005	1.113538e+001	5.554513e+000	2.919449e+000
3.838937499222086e-005	1.090385e+001	5.439314e+000	2.917460e+000
3.936593749222086e-005	1.066053e+001	5.318249e+000	2.915274e+000
4.034249999222087e-005	1.040634e+001	5.191773e+000	2.912874e+000
4.229562499222087e-005	9.869215e+000	4.924521e+000	2.907348e+000
4.424874999222087e-005	9.300582e+000	4.641586e+000	2.900677e+000
4.620187499222087e-005	8.709011e+000	4.347232e+000	2.892540e+000
4.717843749222087e-005	8.407400e+000	4.197153e+000	2.887771e+000
4.815499999222087e-005	8.103419e+000	4.045892e+000	2.882417e+000
5.010812499222087e-005	7.492937e+000	3.742105e+000	2.869381e+000
5.206124999222088e-005	6.886767e+000	3.440439e+000	2.851538e+000
5.303781249222088e-005	6.588161e+000	3.291819e+000	2.839558e+000
5.401437499222088e-005	6.294047e+000	3.145416e+000	2.824005e+000
5.499093749222088e-005	6.005534e+000	3.001769e+000	2.802238e+000
5.596749999222088e-005	5.723711e+000	2.861392e+000	2.768591e+000
5.694406249222088e-005	5.449640e+000	2.724761e+000	2.712864e+000
5.792062499222088e-005	5.184356e+000	2.592349e+000	2.626431e+000
5.889718749222088e-005	4.927812e+000	2.464156e+000	2.514221e+000
5.950006271607981e-005	4.774675e+000	2.387589e+000	2.437965e+000
6.099179950338959e-005	4.418035e+000	2.209238e+000	2.253330e+000
6.294492450338959e-005	3.994545e+000	1.997455e+000	2.033843e+000
6.489804950338959e-005	3.627851e+000	1.814073e+000	1.843602e+000
6.685117450338959e-005	3.323749e+000	1.661990e+000	1.685152e+000
6.782773700338959e-005	3.196645e+000	1.598423e+000	1.618519e+000
6.880429950338959e-005	3.086834e+000	1.543502e+000	1.560589e+000
6.978086200338959e-005	2.994732e+000	1.497437e+000	1.511558e+000
7.075742450338959e-005	2.920688e+000	1.460400e+000	1.471589e+000
7.173398700338960e-005	2.864984e+000	1.432533e+000	1.440816e+000
7.271054950338960e-005	2.827831e+000	1.413942e+000	1.419337e+000
7.368711200338960e-005	2.809371e+000	1.404698e+000	1.407217e+000
7.466367450338960e-005	2.809677e+000	1.404837e+000	1.404489e+000
7.564023700338960e-005	2.828750e+000	1.414359e+000	1.411151e+000
7.661679950338960e-005	2.866520e+000	1.433230e+000	1.427160e+000
7.759336200338960e-005	2.922848e+000	1.461379e+000	1.452440e+000
7.856992450338960e-005	2.997524e+000	1.498703e+000	1.486882e+000
7.954648700338960e-005	3.090269e+000	1.545061e+000	1.530342e+000
8.052304950338960e-005	3.200736e+000	1.600280e+000	1.582638e+000
8.149961200338960e-005	3.328513e+000	1.664153e+000	1.643556e+000
8.345273700338961e-005	3.634016e+000	1.816875e+000	1.790227e+000
8.540586200338961e-005	4.002201e+000	2.000935e+000	1.967947e+000
8.735898700338961e-005	4.427549e+000	2.213575e+000	2.173761e+000
8.931211200338961e-005	4.903681e+000	2.451603e+000	2.404049e+000
9.028867450338961e-005	5.158586e+000	2.579028e+000	2.526070e+000
9.126523700338961e-005	5.423169e+000	2.711253e+000	2.644952e+000
9.211325503775707e-005	5.660127e+000	2.829566e+000	2.730115e+000
9.287696622737662e-005	5.879066e+000	2.938735e+000	2.779217e+000
9.367395634924354e-005	6.112637e+000	3.055078e+000	2.807037e+000
9.465051884924354e-005	6.404342e+000	3.200310e+000	2.828022e+000
9.554830700922365e-005	6.677021e+000	3.336040e+000	2.842046e+000
9.652486950922366e-005	6.977768e+000	3.485724e+000	2.853706e+000
9.847799450922366e-005	7.587324e+000	3.789072e+000	2.871039e+000
1.004311195092237e-004	8.200233e+000	4.094066e+000	2.883775e+000
1.014076820092237e-004	8.505070e+000	4.245751e+000	2.889017e+000
1.033608070092237e-004	9.105782e+000	4.544657e+000	2.897887e+000
1.053139320092237e-004	9.687051e+000	4.833881e+000	2.905108e+000
1.072670570092237e-004	1.024015e+001	5.109087e+000	2.911070e+000
1.082436195092237e-004	1.050353e+001	5.240132e+000	2.913660e+000
1.092201820092237e-004	1.075679e+001	5.366143e+000	2.916020e+000
1.101967445092237e-004	1.099898e+001	5.486648e+000	2.918170e+000
1.111733070092237e-004	1.122920e+001	5.601194e+000	2.920125e+000
1.121498695092237e-004	1.144658e+001	5.709351e+000	2.921897e+000
1.131264320092237e-004	1.165030e+001	5.810713e+000	2.923499e+000
1.141029945092237e-004	1.183960e+001	5.904899e+000	2.924940e+000
1.150795570092237e-004	1.201377e+001	5.991557e+000	2.926227e+000
1.160561195092237e-004	1.217215e+001	6.070361e+000	2.927367e+000
1.170326820092237e-004	1.231416e+001	6.141016e+000	2.928366e+000
1.180092445092237e-004	1.243925e+001	6.203257e+000	2.929229e+000
1.189858070092237e-004	1.254697e+001	6.256851e+000	2.929960e+000
1.199623695092237e-004	1.263690e+001	6.301596e+000	2.930562e+000
1.209389320092237e-004	1.270872e+001	6.337326e+000	2.931037e+000
1.219154945092237e-004	1.276214e+001	6.363907e+000	2.931389e+000
1.228920570092237e-004	1.279698e+001	6.381241e+000	2.931618e+000
1.238686195092237e-004	1.281310e+001	6.389262e+000	2.931725e+000
1.248451820092237e-004	1.281045e+001	6.387942e+000	2.931711e+000
1.258217445092237e-004	1.278903e+001	6.377287e+000	2.931576e+000
1.267983070092237e-004	1.274894e+001	6.357337e+000	2.931319e+000
1.277748695092237e-004	1.269031e+001	6.328170e+000	2.930940e+000
1.287514320092237e-004	1.261338e+001	6.289895e+000	2.930436e+000
1.297279945092237e-004	1.251844e+001	6.242658e+000	2.929805e+000
1.307045570092237e-004	1.240585e+001	6.186637e+000	2.929045e+000
1.316811195092237e-004	1.227603e+001	6.122045e+000	2.928153e+000
1.326576820092237e-004	1.212947e+001	6.049124e+000	2.927123e+000
1.336342445092237e-004	1.196673e+001	5.968152e+000	2.925952e+000
1.346108070092237e-004	1.178841e+001	5.879432e+000	2.924633e+000
1.355873695092237e-004	1.159520e+001	5.783301e+000	2.923159e+000
1.365639320092237e-004	1.138783e+001	5.680121e+000	2.921523e+000
1.375404945092237e-004	1.116707e+001	5.570281e+000	2.919714e+000
1.385170570092237e-004	1.093375e+001	5.454195e+000	2.917722e+000
1.394936195092237e-004	1.068877e+001	5.332301e+000	2.915533e+000
1.404701820092237e-004	1.043304e+001	5.205060e+000	2.913132e+000
1.424233070092237e-004	9.893227e+000	4.936469e+000	2.907610e+000
1.443764320092237e-004	9.322453e+000	4.652468e+000	2.900952e+000
1.463295570092237e-004	8.729315e+000	4.357335e+000	2.892843e+000
1.473061195092237e-004	8.427145e+000	4.206978e+000	2.888098e+000
1.482826820092237e-004	8.122753e+000	4.055513e+000	2.882776e+000
1.502358070092237e-004	7.511904e+000	3.751544e+000	2.869845e+000
1.521889320092237e-004	6.905970e+000	3.449996e+000	2.852217e+000
1.531654945092237e-004	6.607705e+000	3.301547e+000	2.840438e+000
1.541420570092237e-004	6.314078e+000	3.155388e+000	2.825231e+000
1.551186195092237e-004	6.026198e+000	3.012059e+000	2.804123e+000
1.560951820092237e-004	5.745148e+000	2.872073e+000	2.771840e+000
1.570717445092237e-004	5.471988e+000	2.735908e+000	2.718590e+000
1.580483070092237e-004	5.207748e+000	2.604031e+000	2.635307e+000
1.590248695092237e-004	4.952375e+000	2.476434e+000	2.525743e+000
1.596312324829478e-004	4.799164e+000	2.399833e+000	2.450007e+000
1.610493445633764e-004	4.461357e+000	2.230900e+000	2.275210e+000
1.630024695633764e-004	4.039371e+000	2.019868e+000	2.056379e+000
1.649555945633765e-004	3.674095e+000	1.837196e+000	1.866775e+000
1.669087195633765e-004	3.371563e+000	1.685897e+000	1.709056e+000
1.678852820633765e-004	3.245292e+000	1.622746e+000	1.642818e+000
1.688618445633765e-004	3.136341e+000	1.568255e+000	1.585298e+000
1.698384070633765e-004	3.045121e+000	1.522631e+000	1.536689e+000
1.708149695633765e-004	2.971979e+000	1.486045e+000	1.497154e+000
1.717915320633765e-004	2.917192e+000	1.458637e+000	1.466823e+000
1.727680945633765e-004	2.880966e+000	1.440509e+000	1.445792e+000
