5.001	0	406.008	0
5.002	0	406.146	0
5.01E+00	0	406.5909	0
5.01E+00	0	406.9596	0
5.02E+00	0	407.2521	0
5.03E+00	0	407.4685	0
5.03E+00	0	407.6087	0
5.04E+00	0	407.6727	0
5.04292	0	407.6606	0
5.08388	0	407.3849	0
5.1658	0	406.8649	0
5.33E+00	0	406.4655	0
5.66E+00	0	405.5822	0
1.93E+01	0	370.656	0
3.29E+01	0	338.2263	0
4.65E+01	0	308.2933	0
6.02E+01	0	280.8568	0
7.38E+01	0	255.9169	0
8.74E+01	0	233.4736	0
101.0392425	0	213.5268	0
114.7111175	0	195.0826	0
128.3829925	0	177.9602	0
142.0548675	0	162.1595	0
155.7267425	0	147.6805	0
169.3986175	0	134.5232	0
183.0704925	0	122.6876	0
196.7423675	0	112.1738	0
210.5537514	0	102.393	0
224.3651354	0	93.31873	0
238.1765193	0	84.95083	0
251.9879032	0	77.28934	0
265.7992871	0	70.33427	0
279.6106711	0	64.0856	0
293.422055	0	58.54335	0
307.5124568	0	53.34377	0
321.6028586	0	48.52555	0
335.6932604	0	44.08869	0
349.7836621	0	40.03321	0
363.8740639	0	36.35909	0
377.9644657	0	33.06633	0
392.0548675	0	30.15494	0
406.5637961	0	27.40361	0
421.0727246	0	24.85865	0
435.5816532	0	22.52006	0
450.0905818	0	20.38783	0
464.5995104	0	18.46197	0
479.1084389	0	16.74248	0
493.6173675	0	15.22935	0
508.9633496	0	13.76663	0
524.3093318	0	12.41837	0
539.6553139	0	11.18458	0
555.0012961	0	10.06527	0
570.3472782	0	9.060426	0
585.6932604	0	8.170054	0
601.0392425	0	7.394153	0
617.9198229	0	6.619858	0
634.8004032	0	5.910596	0
651.6809836	0	5.266366	0
668.5615639	0	4.687168	0
685.4421443	0	4.173002	0
702.3227246	0	3.723868	0
719.203305	0	3.339767	0
739.2925907	0	2.931492	0
759.3818764	0	2.562033	0
779.4711621	0	2.23139	0
799.5604479	0	1.939563	0
819.6497336	0	1.686552	0
839.7390193	0	1.472357	0
859.828305	0	1.296978	0
868.1988407	0	1.226462	0
876.5693764	0	1.159335	0
884.9399121	0	1.095596	0
893.3104479	0	1.035246	0
901.6809836	0	0.9782843	0
910.0515193	0	0.9247109	0
918.422055	0	0.8745259	0
919.3986175	0	0.8688003	0
930.912815	0	0.8048566	0
942.4270125	0	0.7449137	0
953.94121	0	0.6889717	0
965.4554075	0	0.6370306	0
976.969605	0	0.5890904	0
988.4838025	0	0.5451511	0
999.998	0	0.5052127	0
999.999	0	0.5052092	0
1000	0	0.5052076	0
