3.20000000000000e+001	 -1.90298938908752e+001	0.00000000000000e+000
4.02856131774134e+001	 -1.90297575441410e+001	0.00000000000000e+000
5.07165821587556e+001	 -1.90295416492970e+001	0.00000000000000e+000
6.38483940790042e+001	 -1.90291999805202e+001	0.00000000000000e+000
8.03803658083066e+001	 -1.90286597265249e+001	0.00000000000000e+000
1.01192885125388e+002	 -1.90278066124424e+001	0.00000000000000e+000
1.27394294577119e+002	 -1.90264623015782e+001	0.00000000000000e+000
1.60379914760727e+002	 -1.90243509503948e+001	0.00000000000000e+000
2.01906350233662e+002	 -1.90210517925548e+001	0.00000000000000e+000
2.54185035111770e+002	 -1.90159366852813e+001	0.00000000000000e+000
3.20000000000000e+002	 -1.90080982356119e+001	0.00000000000000e+000
4.02856131774134e+002	 -1.89962881062752e+001	0.00000000000000e+000
5.07165821587557e+002	 -1.89789028723308e+001	0.00000000000000e+000
6.38483940790042e+002	 -1.89540509019693e+001	0.00000000000000e+000
8.03803658083066e+002	 -1.89196491078653e+001	0.00000000000000e+000
1.01192885125388e+003	 -1.88732961838664e+001	0.00000000000000e+000
1.27394294577119e+003	 -1.88114945712571e+001	0.00000000000000e+000
1.60379914760727e+003	 -1.87279644275946e+001	0.00000000000000e+000
2.01906350233662e+003	 -1.86112790489951e+001	0.00000000000000e+000
2.54185035111770e+003	 -1.84422503152968e+001	0.00000000000000e+000
3.20000000000000e+003	 -1.81912009997985e+001	0.00000000000000e+000
4.02856131774134e+003	 -1.78151894189639e+001	0.00000000000000e+000
5.07165821587557e+003	 -1.72560157151022e+001	0.00000000000000e+000
6.38483940790042e+003	 -1.64412388819511e+001	0.00000000000000e+000
8.03803658083067e+003	 -1.52914341258404e+001	0.00000000000000e+000
1.01192885125388e+004	 -1.37355330715662e+001	0.00000000000000e+000
1.27394294577119e+004	 -1.17307541613587e+001	0.00000000000000e+000
1.60379914760727e+004	 -9.27725023025714e+000	0.00000000000000e+000
2.01906350233662e+004	 -6.41793265813027e+000	0.00000000000000e+000
2.54185035111771e+004	 -3.22356639780675e+000	0.00000000000000e+000
3.20000000000001e+004	  2.27233038716041e-001	0.00000000000000e+000
4.02856131774134e+004	  3.86328760893937e+000	0.00000000000000e+000
5.07165821587557e+004	  7.62801821107792e+000	0.00000000000000e+000
6.38483940790043e+004	  1.14803320144724e+001	0.00000000000000e+000
8.03803658083067e+004	  1.53924583072001e+001	0.00000000000000e+000
1.01192885125388e+005	  1.93470868504162e+001	0.00000000000000e+000
1.27394294577119e+005	  2.33349754233695e+001	0.00000000000000e+000
1.60379914760727e+005	  2.73534187636020e+001	0.00000000000000e+000
2.01906350233662e+005	  3.14055945889736e+001	0.00000000000000e+000
2.54185035111771e+005	  3.55006067799794e+001	0.00000000000000e+000
3.20000000000001e+005	  3.96538184375355e+001	0.00000000000000e+000
4.02856131774135e+005	  4.38866450964544e+001	0.00000000000000e+000
5.07165821587558e+005	  4.82243500000823e+001	0.00000000000000e+000
6.38483940790043e+005	  5.26899769899433e+001	0.00000000000000e+000
8.03803658083068e+005	  5.72934426991917e+001	0.00000000000000e+000
1.01192885125388e+006	  6.20178002618857e+001	0.00000000000000e+000
1.27394294577120e+006	  6.68080120428623e+001	0.00000000000000e+000
1.60379914760728e+006	  7.15668595548828e+001	0.00000000000000e+000
2.00000000000000e+006	  7.59729984075115e+001	0.00000000000000e+000
