time	V(out)
3.410156250000003e-003	-8.453184e+000
3.527343750000003e-003	-8.867870e+000
3.644531250000003e-003	-9.237425e+000
3.761718750000003e-003	-9.553849e+000
3.878906250000003e-003	-9.810292e+000
3.996093750000003e-003	-1.000120e+001
4.113281250000003e-003	-1.012245e+001
4.230468750000003e-003	-1.017141e+001
4.347656250000003e-003	-1.014702e+001
4.464843750000004e-003	-1.004980e+001
4.582031250000004e-003	-9.881874e+000
4.699218750000004e-003	-9.646864e+000
4.816406250000004e-003	-9.349858e+000
4.933593750000004e-003	-8.997288e+000
5.050781250000004e-003	-8.596785e+000
5.167968750000004e-003	-8.157019e+000
5.246093750000004e-003	-7.846701e+000
5.324218750000004e-003	-7.526138e+000
5.402343750000004e-003	-7.198420e+000
5.480468750000004e-003	-6.866699e+000
5.558593750000005e-003	-6.534173e+000
5.636718750000005e-003	-6.204043e+000
5.714843750000005e-003	-5.879489e+000
5.792968750000005e-003	-5.563636e+000
5.910156250000005e-003	-5.112795e+000
6.027343750000005e-003	-4.698108e+000
6.144531250000005e-003	-4.328553e+000
6.261718750000005e-003	-4.012129e+000
6.378906250000005e-003	-3.755686e+000
6.496093750000005e-003	-3.564775e+000
6.613281250000005e-003	-3.443529e+000
6.730468750000006e-003	-3.394571e+000
6.847656250000006e-003	-3.418963e+000
6.964843750000006e-003	-3.516176e+000
7.082031250000006e-003	-3.684105e+000
7.199218750000006e-003	-3.919116e+000
7.316406250000006e-003	-4.216121e+000
7.433593750000006e-003	-4.568691e+000
7.550781250000006e-003	-4.969194e+000
7.667968750000006e-003	-5.408960e+000
7.746093750000006e-003	-5.719278e+000
7.824218750000006e-003	-6.039841e+000
7.902343750000004e-003	-6.367559e+000
7.980468750000002e-003	-6.699279e+000
8.058593750000001e-003	-7.031806e+000
8.136718749999999e-003	-7.361936e+000
8.214843749999997e-003	-7.686490e+000
8.292968749999996e-003	-8.002343e+000
8.410156249999993e-003	-8.453184e+000
8.527343749999991e-003	-8.867870e+000
8.644531249999988e-003	-9.237425e+000
8.761718749999986e-003	-9.553849e+000
8.878906249999983e-003	-9.810292e+000
8.996093749999981e-003	-1.000120e+001
9.113281249999978e-003	-1.012245e+001
9.230468749999976e-003	-1.017141e+001
9.347656249999973e-003	-1.014702e+001
9.464843749999971e-003	-1.004980e+001
9.582031249999968e-003	-9.881874e+000
9.699218749999966e-003	-9.646864e+000
9.816406249999963e-003	-9.349858e+000
9.933593749999961e-003	-8.997683e+000
1.000000100000000e-002	-8.776885e+000
1.000000200000000e-002	-8.767176e+000
1.000009561714289e-002	-7.829900e+000
1.000018923428578e-002	-6.896059e+000
1.000028285142867e-002	-5.965655e+000
1.000037646857156e-002	-5.038685e+000
1.000047008571445e-002	-4.115151e+000
1.000056370285734e-002	-3.195053e+000
1.000065732000022e-002	-2.278390e+000
1.000120665737463e-002	2.934480e+000
1.000126967024636e-002	3.437561e+000
1.000139569598983e-002	4.074675e+000
1.000164774747676e-002	4.676474e+000
1.000181740768399e-002	4.790988e+000
1.005015740455219e-002	4.965686e+000
1.009849740142039e-002	5.144790e+000
1.014683739828859e-002	5.328298e+000
1.019517739515678e-002	5.516213e+000
1.024351739202498e-002	5.708532e+000
1.029185738889318e-002	5.905257e+000
1.034019738576138e-002	6.106388e+000
1.041832238576137e-002	6.435184e+000
1.049644738576137e-002	6.767329e+000
1.057457238576137e-002	7.099625e+000
1.065269738576137e-002	7.428872e+000
1.073082238576137e-002	7.751899e+000
1.080894738576137e-002	8.065595e+000
1.092613488576136e-002	8.512065e+000
1.104332238576136e-002	8.921106e+000
1.116050988576136e-002	9.283864e+000
1.127769738576136e-002	9.592485e+000
1.139488488576135e-002	9.840289e+000
1.151207238576135e-002	1.002191e+001
1.162925988576135e-002	1.013342e+001
1.174644738576135e-002	1.017241e+001
1.186363488576134e-002	1.013802e+001
1.198082238576134e-002	1.003100e+001
1.209800988576134e-002	9.853682e+000
1.221519738576134e-002	9.609887e+000
1.233238488576133e-002	9.304898e+000
1.244957238576133e-002	8.945318e+000
1.256675988576133e-002	8.538930e+000
1.268394738576133e-002	8.094531e+000
1.276207238576132e-002	7.781871e+000
1.284019738576132e-002	7.459591e+000
1.291832238576132e-002	7.130795e+000
1.299644738576132e-002	6.798650e+000
1.307457238576132e-002	6.466353e+000
1.315269738576132e-002	6.137107e+000
1.323082238576131e-002	5.814080e+000
1.330894738576131e-002	5.500384e+000
1.342613488576131e-002	5.053914e+000
1.354332238576131e-002	4.644873e+000
1.366050988576130e-002	4.282115e+000
1.377769738576130e-002	3.973494e+000
1.389488488576130e-002	3.725689e+000
1.401207238576130e-002	3.544067e+000
1.412925988576129e-002	3.432557e+000
1.424644738576129e-002	3.393574e+000
1.436363488576129e-002	3.427961e+000
1.448082238576129e-002	3.534975e+000
1.459800988576128e-002	3.712298e+000
1.471519738576128e-002	3.956093e+000
1.483238488576128e-002	4.261081e+000
1.494957238576128e-002	4.620661e+000
1.506675988576127e-002	5.027049e+000
1.518394738576127e-002	5.471448e+000
1.526207238576127e-002	5.784108e+000
1.534019738576127e-002	6.106388e+000
1.541832238576127e-002	6.435184e+000
1.549644738576127e-002	6.767329e+000
1.557457238576126e-002	7.099625e+000
1.565269738576126e-002	7.428872e+000
1.573082238576126e-002	7.751899e+000
1.580894738576126e-002	8.065595e+000
1.592613488576126e-002	8.512065e+000
1.604332238576126e-002	8.921106e+000
1.616050988576125e-002	9.283864e+000
1.627769738576125e-002	9.592485e+000
1.639488488576125e-002	9.840289e+000
1.651207238576125e-002	1.002191e+001
1.662925988576124e-002	1.013342e+001
1.674644738576124e-002	1.017241e+001
1.686363488576124e-002	1.013802e+001
1.698082238576124e-002	1.003100e+001
1.709800988576123e-002	9.853682e+000
1.721519738576123e-002	9.609886e+000
1.733238488576123e-002	9.304898e+000
1.744957238576123e-002	8.945318e+000
1.756675988576122e-002	8.538930e+000
1.768394738576122e-002	8.094531e+000
1.776207238576122e-002	7.781871e+000
1.784019738576122e-002	7.459591e+000
1.791832238576122e-002	7.130795e+000
1.799644738576121e-002	6.798650e+000
1.807457238576121e-002	6.466353e+000
1.815269738576121e-002	6.137107e+000
1.823082238576121e-002	5.814080e+000
1.830894738576121e-002	5.500384e+000
1.842613488576120e-002	5.053914e+000
1.854332238576120e-002	4.644872e+000
1.866050988576120e-002	4.282115e+000
1.877769738576120e-002	3.973494e+000
1.889488488576119e-002	3.725689e+000
1.901207238576119e-002	3.544067e+000
1.912925988576119e-002	3.432557e+000
1.924644738576119e-002	3.393574e+000
1.936363488576118e-002	3.427961e+000
1.948082238576118e-002	3.534975e+000
1.959800988576118e-002	3.712298e+000
1.971519738576118e-002	3.956093e+000
1.983238488576117e-002	4.261081e+000
1.994957238576117e-002	4.619743e+000
2.000000000000000e-002	4.789091e+000
2.000000100000000e-002	4.779306e+000
2.000004780571410e-002	4.312055e+000
2.000009461142820e-002	3.844796e+000
2.000014141714230e-002	3.377530e+000
2.000018822285640e-002	2.910255e+000
2.000023502857050e-002	2.442973e+000
2.000028183428459e-002	1.975683e+000
2.000032863999869e-002	1.508385e+000
2.000065631999738e-002	-1.740689e+000
2.000113642589291e-002	-6.430874e+000
2.000118515290350e-002	-6.871942e+000
2.000128260692468e-002	-7.574188e+000
2.000144755095464e-002	-8.324915e+000
2.000161553261341e-002	-8.662091e+000
2.000176936648605e-002	-8.744997e+000
2.000196443949591e-002	-8.764279e+000
2.000430187424405e-002	-8.759746e+000
2.000663930899219e-002	-8.754286e+000
2.000897674374033e-002	-8.747898e+000
2.001131417848847e-002	-8.740584e+000
2.001365161323661e-002	-8.732343e+000
2.001598904798475e-002	-8.723175e+000
2.001832648273290e-002	-8.713079e+000
2.010725425735991e-002	-8.389193e+000
2.018537925735991e-002	-8.088905e+000
2.026350425735991e-002	-7.776042e+000
2.034162925735990e-002	-7.453614e+000
2.041975425735990e-002	-7.124728e+000
2.049787925735990e-002	-6.792551e+000
2.057600425735990e-002	-6.460282e+000
2.065412925735990e-002	-6.131121e+000
2.073225425735990e-002	-5.808238e+000
2.081037925735989e-002	-5.494741e+000
2.092756675735989e-002	-5.048671e+000
2.104475425735989e-002	-4.640143e+000
2.116194175735989e-002	-4.278002e+000
2.127912925735988e-002	-3.970086e+000
2.139631675735988e-002	-3.723061e+000
2.151350425735988e-002	-3.542274e+000
2.163069175735988e-002	-3.431639e+000
2.174787925735987e-002	-3.393551e+000
2.186506675735987e-002	-3.428833e+000
2.198225425735987e-002	-3.536723e+000
2.209944175735987e-002	-3.714885e+000
2.221662925735986e-002	-3.959462e+000
2.233381675735986e-002	-4.265160e+000
2.245100425735986e-002	-4.625361e+000
2.256819175735986e-002	-5.032269e+000
2.268537925735985e-002	-5.477074e+000
2.276350425735985e-002	-5.789937e+000
2.284162925735985e-002	-6.112365e+000
2.291975425735985e-002	-6.441251e+000
2.299787925735985e-002	-6.773427e+000
2.307600425735985e-002	-7.105697e+000
2.315412925735984e-002	-7.434858e+000
2.323225425735984e-002	-7.757742e+000
2.331037925735984e-002	-8.071238e+000
2.342756675735984e-002	-8.517307e+000
2.354475425735984e-002	-8.925836e+000
2.366194175735983e-002	-9.287976e+000
2.377912925735983e-002	-9.595892e+000
2.389631675735983e-002	-9.842917e+000
2.401350425735983e-002	-1.002370e+001
2.413069175735982e-002	-1.013434e+001
2.424787925735982e-002	-1.017243e+001
2.436506675735982e-002	-1.013715e+001
2.448225425735982e-002	-1.002926e+001
2.459944175735981e-002	-9.851094e+000
2.471662925735981e-002	-9.606517e+000
2.483381675735981e-002	-9.300819e+000
2.495100425735981e-002	-8.940619e+000
2.506819175735980e-002	-8.533710e+000
2.518537925735980e-002	-8.088905e+000
2.526350425735980e-002	-7.776042e+000
2.534162925735980e-002	-7.453614e+000
2.541975425735980e-002	-7.124728e+000
2.549787925735979e-002	-6.792552e+000
2.557600425735979e-002	-6.460282e+000
2.565412925735979e-002	-6.131121e+000
2.573225425735979e-002	-5.808238e+000
2.581037925735979e-002	-5.494741e+000
2.592756675735979e-002	-5.048671e+000
2.604475425735978e-002	-4.640143e+000
2.616194175735978e-002	-4.278002e+000
2.627912925735978e-002	-3.970087e+000
2.639631675735978e-002	-3.723062e+000
2.651350425735977e-002	-3.542274e+000
2.663069175735977e-002	-3.431639e+000
2.674787925735977e-002	-3.393551e+000
2.686506675735977e-002	-3.428833e+000
2.698225425735976e-002	-3.536723e+000
2.709944175735976e-002	-3.714885e+000
2.721662925735976e-002	-3.959462e+000
2.733381675735976e-002	-4.265160e+000
2.745100425735975e-002	-4.625361e+000
2.756819175735975e-002	-5.032269e+000
2.768537925735975e-002	-5.477074e+000
2.776350425735975e-002	-5.789937e+000
2.784162925735974e-002	-6.112365e+000
2.791975425735974e-002	-6.441251e+000
2.799787925735974e-002	-6.773428e+000
2.807600425735974e-002	-7.105697e+000
2.815412925735974e-002	-7.434858e+000
2.823225425735974e-002	-7.757741e+000
2.831037925735973e-002	-8.071238e+000
2.842756675735973e-002	-8.517307e+000
2.854475425735973e-002	-8.925835e+000
2.866194175735973e-002	-9.287976e+000
2.877912925735972e-002	-9.595892e+000
2.889631675735972e-002	-9.842917e+000
2.901350425735972e-002	-1.002370e+001
2.913069175735972e-002	-1.013434e+001
2.924787925735971e-002	-1.017243e+001
2.936506675735971e-002	-1.013715e+001
2.948225425735971e-002	-1.002926e+001
2.959944175735971e-002	-9.851094e+000
2.971662925735970e-002	-9.606518e+000
2.983381675735970e-002	-9.300819e+000
2.995100425735970e-002	-8.941583e+000
3.000000100000000e-002	-8.776885e+000
3.000000200000000e-002	-8.767176e+000
3.000009561714330e-002	-7.829900e+000
3.000018923428659e-002	-6.896059e+000
3.000028285142989e-002	-5.965655e+000
3.000037646857318e-002	-5.038685e+000
3.000047008571648e-002	-4.115151e+000
3.000056370285977e-002	-3.195053e+000
3.000065732000307e-002	-2.278390e+000
3.000120665736823e-002	2.934480e+000
3.000126967023821e-002	3.437561e+000
3.000139569597817e-002	4.074675e+000
3.000164774745808e-002	4.676474e+000
3.000181740766457e-002	4.790988e+000
3.005015740420662e-002	4.965686e+000
3.009849740074868e-002	5.144790e+000
3.014683739729074e-002	5.328298e+000
3.019517739383280e-002	5.516213e+000
3.024351739037486e-002	5.708532e+000
3.029185738691691e-002	5.905257e+000
3.034019738345897e-002	6.106388e+000
3.041832238345897e-002	6.435184e+000
3.049644738345897e-002	6.767329e+000
3.057457238345897e-002	7.099625e+000
3.065269738345897e-002	7.428872e+000
3.073082238345896e-002	7.751899e+000
3.080894738345896e-002	8.065595e+000
3.092613488345896e-002	8.512065e+000
3.104332238345896e-002	8.921106e+000
3.116050988345896e-002	9.283864e+000
3.127769738345895e-002	9.592485e+000
3.139488488345895e-002	9.840289e+000
3.151207238345895e-002	1.002191e+001
3.162925988345895e-002	1.013342e+001
3.174644738345894e-002	1.017241e+001
3.186363488345894e-002	1.013802e+001
3.198082238345894e-002	1.003100e+001
3.209800988345894e-002	9.853682e+000
3.221519738345893e-002	9.609887e+000
3.233238488345893e-002	9.304898e+000
3.244957238345893e-002	8.945318e+000
3.256675988345893e-002	8.538930e+000
3.268394738345892e-002	8.094531e+000
3.276207238345892e-002	7.781871e+000
3.284019738345892e-002	7.459591e+000
3.291832238345892e-002	7.130795e+000
3.299644738345892e-002	6.798650e+000
3.307457238345891e-002	6.466353e+000
3.315269738345891e-002	6.137107e+000
3.323082238345891e-002	5.814080e+000
3.330894738345891e-002	5.500384e+000
3.342613488345891e-002	5.053914e+000
3.354332238345890e-002	4.644873e+000
3.366050988345890e-002	4.282115e+000
3.377769738345890e-002	3.973494e+000
3.389488488345890e-002	3.725689e+000
3.401207238345889e-002	3.544067e+000
3.412925988345889e-002	3.432557e+000
3.424644738345889e-002	3.393574e+000
3.436363488345889e-002	3.427961e+000
3.448082238345888e-002	3.534975e+000
3.459800988345888e-002	3.712298e+000
3.471519738345888e-002	3.956093e+000
3.483238488345888e-002	4.261081e+000
3.494957238345887e-002	4.620661e+000
3.506675988345887e-002	5.027049e+000
3.518394738345887e-002	5.471448e+000
3.526207238345887e-002	5.784108e+000
3.534019738345887e-002	6.106388e+000
3.541832238345886e-002	6.435184e+000
3.549644738345886e-002	6.767329e+000
3.557457238345886e-002	7.099625e+000
3.565269738345886e-002	7.428872e+000
3.573082238345886e-002	7.751899e+000
3.580894738345886e-002	8.065595e+000
3.592613488345885e-002	8.512065e+000
3.604332238345885e-002	8.921106e+000
3.616050988345885e-002	9.283864e+000
3.627769738345885e-002	9.592485e+000
3.639488488345884e-002	9.840289e+000
3.651207238345884e-002	1.002191e+001
3.662925988345884e-002	1.013342e+001
3.674644738345884e-002	1.017241e+001
3.686363488345883e-002	1.013802e+001
3.698082238345883e-002	1.003100e+001
3.709800988345883e-002	9.853682e+000
3.721519738345883e-002	9.609886e+000
3.733238488345882e-002	9.304898e+000
3.744957238345882e-002	8.945318e+000
3.756675988345882e-002	8.538930e+000
3.768394738345882e-002	8.094531e+000
3.776207238345881e-002	7.781871e+000
3.784019738345881e-002	7.459591e+000
3.791832238345881e-002	7.130795e+000
3.799644738345881e-002	6.798650e+000
3.807457238345881e-002	6.466353e+000
3.815269738345881e-002	6.137107e+000
3.823082238345880e-002	5.814080e+000
3.830894738345880e-002	5.500384e+000
3.842613488345880e-002	5.053914e+000
3.854332238345880e-002	4.644872e+000
3.866050988345880e-002	4.282115e+000
3.877769738345879e-002	3.973494e+000
3.889488488345879e-002	3.725689e+000
3.901207238345879e-002	3.544067e+000
3.912925988345879e-002	3.432557e+000
3.924644738345878e-002	3.393574e+000
3.936363488345878e-002	3.427961e+000
3.948082238345878e-002	3.534975e+000
3.959800988345878e-002	3.712298e+000
3.971519738345877e-002	3.956093e+000
3.983238488345877e-002	4.261081e+000
3.994957238345877e-002	4.619743e+000
3.999999900000000e-002	4.789088e+000
4.000000000000000e-002	4.789091e+000
